sampleID_FIELD	trapID	sampleID_LAB	biomass_grams	placing_user	placing_time	placing_date	collecting_user	collecting_time	collecting_date	duration_min	trap_condition_collection	processing_group	sample_accession_ENA	sample_status
SSFRMT	TP2FUA	L104873	2.6264	Kirindy	07:11:54_PM	25/9/2019	Kirindy	08:16:35_PM	2/10/2019	10145	good	Sweden	NA	sample processed and sequenced but sequencing failed
SQ82D9	TB43DA	L104874	4.2834	Ranomafana	12:29:05_PM	18/9/2019	Ranomafana	01:33:13_PM	25/9/2019	10144	acceptable	Sweden	ERS16375183	sample processed and sequenced
SKUFTC	TKDVTA	L104875	3.6804	Tsitongambarika	02:27:58_PM	18/9/2019	Tsitongambarika	01:35:02_PM	25/9/2019	10027	good	Sweden	ERS16375147	sample processed and sequenced
S3SXRU	TAHDZD	L104876	1.6474	Marojejy	09:25:00_PM	21/8/2019	Marojejy	05:26:59_PM	28/8/2019	9842	good	Sweden	ERS16375025	sample processed and sequenced
SITQYZ	TAHDZD	L104880	1.1964	Marojejy	09:47:39_PM	27/5/2020	Marojejy	11:15:00_AM	3/6/2020	9447	good	Sweden	ERS16375138	sample processed and sequenced
SVCPSQ	TRKQU5	L104889	0.7464	Ankarana	06:30:50_AM	22/7/2020	Ankarana	06:21:37_AM	29/7/2020	10071	good	Sweden	ERS16375228	sample processed and sequenced
SFVV7K	TKRH5P	L104890	3.2534	Namoroka	02:44:49_AM	12/2/2020	Namoroka	02:44:59_AM	19/2/2020	10080	good	Sweden	ERS16375107	sample processed and sequenced
SXYASF	TG6SK4	L104891	5.3194	Lokobe	07:19:12_AM	13/11/2019	Lokobe	06:27:05_AM	20/11/2019	10028	good	Sweden	ERS16375257	sample processed and sequenced
SYZJQL	TYBVPP	L104881	2.2744	Bezaha	09:05:00_PM	29/7/2020	Bezaha	10:10:00_PM	5/8/2020	10145	good	Sweden	ERS16375269	sample processed and sequenced
SSE2AG	TYBVPP	L104882	5.8564	Bezaha	05:10:00_PM	27/5/2020	Bezaha	05:05:00_PM	10/6/2020	20155	good	Sweden	ERS16375195	sample processed and sequenced
SZRPP9	TNKTYG	L104883	1.6584	Montagne_d'Ambre	09:26:09_AM	22/4/2020	Montagne_d'Ambre	08:22:15_AM	29/4/2020	10016	poor	Sweden	ERS16375275	sample processed and sequenced
SNTUZE	TKRH5P	L104884	1.0254	Namoroka	10:14:00_AM	29/7/2020	Namoroka	09:14:00_AM	5/8/2020	10020	good	Sweden	ERS16375168	sample processed and sequenced
SYX1NX	TNKTYG	L104885	1.9154	Montagne_d'Ambre	09:04:37_AM	27/5/2020	Montagne_d'Ambre	09:00:46_AM	3/6/2020	10076	poor	Sweden	ERS16375268	sample processed and sequenced
SWKFFJ	TYBVPP	L104886	3.8014	Bezaha	04:38:22_PM	28/8/2019	Bezaha	01:33:16_AM	5/9/2019	10615	good	Sweden	ERS16375243	sample processed and sequenced
SESZVX	TW51Z9	L104887	3.3564	Orangea	06:21:12_AM	27/5/2020	Orangea	06:33:08_AM	3/6/2020	10092	good	Sweden	ERS16375098	sample processed and sequenced
SEM3ZU	TNKTYG	L104888	5.2174	Montagne_d'Ambre	02:00:00_PM	4/12/2019	Montagne_d'Ambre	06:29:58_PM	11/12/2019	10350	good	Sweden	ERS16375096	sample processed and sequenced
SN2WJC	TKRH5P	L104892	1.8024	Namoroka	01:00:00_PM	25/9/2019	Namoroka	01:00:00_PM	2/10/2019	10080	good	Sweden	ERS16375163	sample processed and sequenced
S8LACQ	TYBVPP	L104901	4.4424	Bezaha	05:00:00_PM	6/5/2020	Bezaha	04:05:00_PM	13/5/2020	10025	good	Sweden	ERS16375052	sample processed and sequenced
SPQKFB	TFBCWJ	L104902	2.6784	Tsitongambarika	05:58:25_AM	8/1/2020	Tsitongambarika	08:24:20_AM	15/1/2020	10226	good	Sweden	ERS16375178	sample processed and sequenced
S3G8VN	TFBCWJ	L104903	1.8034	Tsitongambarika	09:06:40_AM	4/3/2020	Tsitongambarika	09:04:00_AM	19/3/2020	21597	good	Sweden	ERS16375023	sample processed and sequenced
SYILVJ	TKRH5P	L104893	5.4554	Namoroka	02:16:41_AM	18/12/2019	Namoroka	02:03:03_AM	25/12/2019	10066	good	Sweden	ERS16375263	sample processed and sequenced
S82B6E	TG6SK4	L104896	2.2924	Lokobe	07:17:51_AM	28/8/2019	Lokobe	07:03:22_AM	4/9/2019	10066	good	Sweden	ERS16375047	sample processed and sequenced
S6CTCS	TKRH5P	L104897	4.5064	Namoroka	01:49:18_AM	20/11/2019	Namoroka	01:45:36_AM	27/11/2019	10076	good	Sweden	ERS16375036	sample processed and sequenced
SLMU44	TEGSKQ	L104898	5.9294	Ambatovy	11:39:16_AM	18/12/2019	Ambatovy	10:23:43_AM	25/12/2019	10004	good	Sweden	ERS16375150	sample processed and sequenced
SDYNJJ	TKRH5P	L104899	2.6514	Namoroka	10:00:00_AM	24/6/2020	Namoroka	10:00:00_AM	1/7/2020	10080	good	Sweden	ERS16375089	sample processed and sequenced
SM3TVH	T6UDMB	L104900	1.5994	Mikea	03:41:05_AM	8/4/2020	Mikea	09:05:00_AM	15/4/2020	10404	good	Sweden	ERS16375155	sample processed and sequenced
STKVIR	TNQVM4	L104904	1.9094	Masoala	01:59:55_AM	20/11/2019	Masoala	01:40:33_AM	27/11/2019	10061	good	Sweden	ERS16375208	sample processed and sequenced
S3DTGY	TRJZGH	L104905	0.5834	Marojejy	06:28:00_PM	24/6/2020	Marojejy	10:00:00_AM	1/7/2020	9572	good	Sweden	ERS16375020	sample processed and sequenced
SN4GTZ	TDY8SA	L104906	9.4774	Anjozorobe	12:21:50_PM	13/11/2019	Anjozorobe	12:09:13_PM	20/11/2019	10067	good	Sweden	ERS16375164	sample processed and sequenced
S3FSZB	THI5PX	L104907	3.2384	Analamerana	07:37:51_AM	13/11/2019	Analamerana	03:34:53_AM	20/11/2019	9837	good	Sweden	ERS16375022	sample processed and sequenced
SLYBFU	TEGSKQ	L104908	2.7664	Ambatovy	09:40:17_AM	18/9/2019	Ambatovy	11:48:29_AM	25/9/2019	10208	good	Sweden	ERS16375154	sample processed and sequenced
SSYT6G	TEGSKQ	L104909	2.6494	Ambatovy	02:10:00_PM	29/4/2020	Ambatovy	03:05:00_PM	6/5/2020	10135	good	Sweden	ERS16375202	sample processed and sequenced
SP4WHH	TN1QSL	L104910	0.8804	Baie	04:06:58_AM	18/9/2019	Baie	09:16:51_AM	25/9/2019	10390	good	Sweden	ERS16375171	sample processed and sequenced
SAQ1HN	TN1QSL	L104911	4.7314	Baie	09:22:08_AM	20/11/2019	Baie	03:46:47_PM	27/11/2019	10465	good	Sweden	ERS16375063	sample processed and sequenced
SU41WX	TUAPDE	L104912	5.1184	Montagne_d'Ambre	12:00:00_PM	27/5/2020	Montagne_d'Ambre	08:34:03_AM	3/6/2020	9874	poor	Sweden	ERS16375623	sample processed and sequenced
SS19F9	TG6SK4	L104921	4.2764	Lokobe	11:00:00_AM	5/2/2020	Lokobe	08:47:32_AM	12/2/2020	9948	good	Sweden	ERS16375590	sample processed and sequenced
SVAAIA	TN1QSL	L104922	0.9914	Baie	08:58:00_AM	29/7/2020	Baie	09:12:00_AM	5/8/2020	10094	good	Sweden	ERS16375638	sample processed and sequenced
SVVSTM	TW51Z9	L104923	9.8844	Orangea	08:00:00_AM	18/12/2019	Orangea	06:03:10_AM	25/12/2019	9963	good	Sweden	ERS16375660	sample processed and sequenced
SWGMUL	TG6SK4	L104913	3.6144	Lokobe	08:17:12_AM	23/10/2019	Lokobe	08:30:38_AM	30/10/2019	10093	good	Sweden	ERS16375669	sample processed and sequenced
SFWSQK	TW51Z9	L104914	2.3724	Orangea	11:15:12_AM	23/10/2019	Orangea	01:25:30_AM	30/10/2019	9490	good	Sweden	ERS16375409	sample processed and sequenced
SBHQUR	TKRH5P	L104915	1.8544	Namoroka	02:40:18_AM	29/4/2020	Namoroka	03:12:52_AM	6/5/2020	10113	good	Sweden	ERS16375355	sample processed and sequenced
SPZAJF	TEGSKQ	L104916	3.5334	Ambatovy	08:10:00_AM	9/4/2020	Ambatovy	08:15:00_AM	16/4/2020	10085	good	Sweden	ERS16375545	sample processed and sequenced
SQS5YY	TDY8SA	L104917	4.2134	Anjozorobe	09:00:00_PM	5/2/2020	Anjozorobe	09:05:00_PM	12/2/2020	10085	good	Sweden	ERS16375560	sample processed and sequenced
SINRSE	TW51Z9	L104918	2.6284	Orangea	06:41:34_AM	1/4/2020	Orangea	06:11:12_AM	8/4/2020	10050	good	Sweden	ERS16375442	sample processed and sequenced
SNLWEX	TPQKYN	L104919	2.3004	Marontandrano	04:06:00_PM	6/5/2020	Marontandrano	12:00:00_PM	13/5/2020	9834	good	Sweden	ERS16375527	sample processed and sequenced
S7ZVVB	TPQKYN	L104920	1.9684	Marontandrano	09:17:00_AM	29/7/2020	Marontandrano	10:03:00_AM	5/8/2020	10126	good	Sweden	ERS16375322	sample processed and sequenced
SKZXVU	TPQKYN	L104924	2.4104	Marontandrano	12:00:00_PM	21/8/2019	Marontandrano	12:00:00_PM	28/8/2019	10080	good	Sweden	ERS16375480	sample processed and sequenced
SLFKL3	TW51Z9	L104933	10.8614	Orangea	06:56:42_AM	5/2/2020	Orangea	06:48:29_AM	12/2/2020	10072	good	Sweden	ERS16375486	sample processed and sequenced
SZCEIZ	T9VS8I	L104934	2.1964	Masoala	03:39:07_AM	18/9/2019	Masoala	01:53:46_AM	25/9/2019	9975	poor	Sweden	ERS16375707	sample processed and sequenced
SIK3IM	TG6SK4	L104935	0.6404	Lokobe	08:19:45_AM	21/8/2019	Lokobe	07:16:24_AM	28/8/2019	10017	good	Sweden	ERS16375440	sample processed and sequenced
SLGCWX	TR4LDL	L104925	0.9604	Mahavavy	01:00:00_PM	1/7/2020	Mahavavy	01:00:00_PM	8/7/2020	10080	good	Sweden	ERS16375487	sample processed and sequenced
SVQG89	TRA8W1	L104926	1.5404	Marojejy	02:10:00_PM	3/6/2020	Marojejy	02:00:00_PM	10/6/2020	10070	good	Sweden	ERS16375653	sample processed and sequenced
SQ75NU	TPQKYN	L104927	4.0314	Marontandrano	12:01:00_PM	25/9/2019	Marontandrano	11:55:00_AM	2/10/2019	10074	good	Sweden	ERS16375547	sample processed and sequenced
STCYI1	TK1MIJ	L104928	2.2644	Daraina	08:15:00_AM	23/10/2019	Daraina	09:05:00_AM	30/10/2019	10130	good	Sweden	ERS16375608	sample processed and sequenced
SZXMXE	TRJZGH	L104929	2.4944	Marojejy	08:22:49_PM	5/2/2020	Marojejy	08:08:01_PM	12/2/2020	10065	good	Sweden	ERS16375711	sample processed and sequenced
SFGW6S	TPQKYN	L104930	7.1374	Marontandrano	10:52:00_AM	11/12/2019	Marontandrano	02:58:00_PM	18/12/2019	10326	good	Sweden	ERS16375398	sample processed and sequenced
SKC1QA	TW51Z9	L104931	1.8384	Orangea	09:07:00_AM	22/7/2020	Orangea	09:15:00_AM	29/7/2020	10088	good	Sweden	ERS16375468	sample processed and sequenced
SXP2R4	TW51Z9	L104932	5.0874	Orangea	01:59:00_AM	21/8/2019	Orangea	01:39:26_AM	28/8/2019	10060	good	Sweden	ERS16375689	sample processed and sequenced
SRIHAH	TW51Z9	L104945	1.6444	Orangea	10:45:00_AM	18/9/2019	Orangea	01:48:50_AM	25/9/2019	9544	good	Sweden	ERS16375578	sample processed and sequenced
STGLFK	TUAPDE	L104946	1.8074	Montagne_d'Ambre	07:13:02_PM	1/1/2020	Montagne_d'Ambre	02:00:00_PM	8/1/2020	9767	good	Sweden	ERS16375612	sample processed and sequenced
SH6BP9	TPQKYN	L104947	2.9304	Marontandrano	11:05:00_AM	22/7/2020	Marontandrano	09:12:00_AM	29/7/2020	9967	good	Sweden	ERS16375424	sample processed and sequenced
S7GYN6	TW51Z9	L104938	2.0544	Orangea	07:19:06_AM	24/6/2020	Orangea	07:26:50_AM	1/7/2020	10088	good	Sweden	ERS16375318	sample processed and sequenced
S2A4X8	TAVVN5	L104939	8.5364	Montagne_d'Ambre	08:28:18_PM	4/12/2019	Montagne_d'Ambre	06:22:33_PM	11/12/2019	9954	good	Sweden	ERS16375282	sample processed and sequenced
SSYYRL	TPQKYN	L104940	2.1924	Marontandrano	10:00:00_AM	1/7/2020	Marontandrano	01:00:00_PM	8/7/2020	10260	good	Sweden	ERS16375602	sample processed and sequenced
SPINMQ	TRA8W1	L104941	4.8134	Marojejy	10:01:26_PM	12/2/2020	Marojejy	09:56:23_PM	19/2/2020	10075	good	Sweden	ERS16375535	sample processed and sequenced
SWFATT	TUAPDE	L104942	2.1494	Montagne_d'Ambre	05:06:00_PM	14/8/2019	Montagne_d'Ambre	07:34:53_PM	21/8/2019	10229	good	Sweden	ERS16375668	sample processed and sequenced
S29GDP	TQKQRH	L104943	4.8774	Masoala	07:20:00_PM	3/6/2020	Masoala	12:03:00_PM	10/6/2020	9643	good	Sweden	ERS16375281	sample processed and sequenced
SMZY3H	TPQKYN	L104944	3.2144	Marontandrano	12:15:00_PM	3/6/2020	Marontandrano	08:00:00_AM	10/6/2020	9825	good	Sweden	ERS16375520	sample processed and sequenced
S9CEEK	TIYMCS	L104948	3.6234	Zombitse	02:47:37_AM	26/2/2020	Zombitse	04:25:13_AM	4/3/2020	10178	good	Sweden	ERS16375329	sample processed and sequenced
SIQQA4	TRA8W1	L104957	3.5584	Marojejy	11:29:38_PM	8/1/2020	Marojejy	10:44:59_PM	15/1/2020	10035	good	Sweden	ERS16375445	sample processed and sequenced
SU5I7Y	TR4LDL	L104958	1.6974	Mahavavy	02:35:32_AM	16/10/2019	Mahavavy	02:03:12_AM	23/10/2019	10048	good	Sweden	ERS16375624	sample processed and sequenced
SVRGVE	TFBCWJ	L104959	1.2214	Tsitongambarika	06:26:00_PM	17/6/2020	Tsitongambarika	05:10:00_PM	24/6/2020	10004	good	Sweden	ERS16375655	sample processed and sequenced
SLXJWR	TYBVPP	L104949	3.5954	Bezaha	08:38:59_AM	11/3/2020	Bezaha	10:06:11_AM	18/3/2020	10167	good	Sweden	ERS16375496	sample processed and sequenced
SVME5L	TEGSKQ	L104950	6.1514	Ambatovy	07:47:56_AM	1/1/2020	Ambatovy	04:17:37_PM	8/1/2020	10590	acceptable	Sweden	ERS16375651	sample processed and sequenced
SCCVYS	TFBCWJ	L104951	1.5474	Tsitongambarika	01:36:59_AM	14/8/2019	Tsitongambarika	05:31:39_AM	21/8/2019	10315	good	Sweden	ERS16375364	sample processed and sequenced
SZSCGF	TK4SS2	L104952	1.6574	Bekopaka	05:45:49_PM	4/12/2019	Bekopaka	08:17:45_AM	11/12/2019	9512	good	Sweden	ERS16375710	sample processed and sequenced
S1DDKX	THYGHQ	L104953	5.8644	Kirindy_Mitea	02:59:45_AM	4/12/2019	Kirindy_Mitea	10:59:21_AM	11/12/2019	10560	good	Sweden	ERS16375277	sample processed and sequenced
SXMN4K	TW51Z9	L104954	2.0664	Orangea	09:17:00_AM	29/7/2020	Orangea	09:19:00_AM	5/8/2020	10082	good	Sweden	ERS16375688	sample processed and sequenced
SHIXJZ	TFBCWJ	L104955	2.7504	Tsitongambarika	03:11:00_PM	11/12/2019	Tsitongambarika	06:13:06_AM	19/12/2019	10982	good	Sweden	ERS16375429	sample processed and sequenced
S6QRW8	TYBVPP	L104956	5.4794	Bezaha	12:27:55_AM	19/9/2019	Bezaha	05:01:02_PM	25/9/2019	9633	good	Sweden	ERS16375310	sample processed and sequenced
SSWHUD	TKDVTA	L104960	3.7114	Tsitongambarika	07:42:23_AM	1/1/2020	Tsitongambarika	06:35:28_AM	8/1/2020	10013	good	Sweden	ERS16375598	sample processed and sequenced
SIRXE4	TAVVN5	L104969	3.8164	Montagne_d'Ambre	01:00:00_PM	17/6/2020	Montagne_d'Ambre	09:14:29_AM	24/6/2020	9854	poor	Sweden	ERS16375448	sample processed and sequenced
SHVWHK	TR4LDL	L104970	2.2174	Mahavavy	02:36:00_AM	9/10/2019	Mahavavy	02:34:55_AM	16/10/2019	10079	good	Sweden	ERS16375432	sample processed and sequenced
S6DXZF	TFBCWJ	L104971	2.4864	Tsitongambarika	06:13:38_AM	18/12/2019	Tsitongambarika	08:27:55_AM	25/12/2019	10214	good	Sweden	ERS16375308	sample processed and sequenced
SX563R	TFBCWJ	L104961	2.1094	Tsitongambarika	11:33:53_AM	6/11/2019	Tsitongambarika	11:13:53_AM	13/11/2019	10060	good	Sweden	ERS16375682	sample processed and sequenced
SXHEXU	TQCQRI	L104962	8.5544	Ankarafantsika	04:10:59_AM	15/1/2020	Ankarafantsika	06:06:43_AM	22/1/2020	10196	good	Sweden	ERS16375685	sample processed and sequenced
SQXTLN	TFBCWJ	L104963	3.9034	Tsitongambarika	02:49:20_PM	11/9/2019	Tsitongambarika	01:45:33_PM	18/9/2019	10016	good	Sweden	ERS16375565	sample processed and sequenced
SCKK2D	TRA8W1	L104964	3.7294	Marojejy	08:33:28_PM	18/9/2019	Marojejy	07:17:40_PM	25/9/2019	10004	good	Sweden	ERS16375370	sample processed and sequenced
SKKAPL	TULADB	L104965	2.7334	Tsitongambarika	10:57:02_AM	6/11/2019	Tsitongambarika	10:50:44_AM	13/11/2019	10074	good	Sweden	ERS16375472	sample processed and sequenced
S6G8FK	TR4LDL	L104966	1.0894	Mahavavy	03:02:51_AM	28/8/2019	Mahavavy	03:15:16_AM	4/9/2019	10092	good	Sweden	ERS16375309	sample processed and sequenced
SZCDTC	TEGSKQ	L104967	2.7064	Ambatovy	08:35:00_AM	22/4/2020	Ambatovy	02:05:00_PM	29/4/2020	10410	good	Sweden	ERS16375706	sample processed and sequenced
S9ZT1W	TG1QMA	L104968	1.9844	Kirindy	08:44:21_PM	21/8/2019	Kirindy	02:27:10_AM	28/8/2019	8983	good	Sweden	ERS16375333	sample processed and sequenced
SNIJEN	TPSMAA	L104972	2.5954	Ambohitantely	05:32:20_AM	26/2/2020	Ambohitantely	04:43:11_AM	4/3/2020	10031	good	Sweden	ERS16375525	sample processed and sequenced
SDFPBD	TB43DA	L104981	1.4934	Ranomafana	08:22:31_AM	8/4/2020	Ranomafana	08:53:50_AM	15/4/2020	10111	good	Sweden	ERS16375376	sample processed and sequenced
SRZ5QC	TRJZGH	L104982	1.9164	Marojejy	07:31:08_PM	6/5/2020	Marojejy	08:42:06_PM	13/5/2020	10151	good	Sweden	ERS16375588	sample processed and sequenced
SWSNSY	TRA8W1	L104983	2.8644	Marojejy	10:55:38_PM	8/4/2020	Marojejy	11:53:32_PM	15/4/2020	10138	good	Sweden	ERS16375676	sample processed and sequenced
SDMUGG	T6UDMB	L104973	1.4734	Mikea	03:19:20_AM	1/7/2020	Mikea	04:20:34_AM	8/7/2020	10141	good	Sweden	ERS16375380	sample processed and sequenced
SN1MUJ	T6UDMB	L104974	0.9634	Mikea	12:00:00_PM	28/8/2019	Mikea	12:00:00_PM	4/9/2019	10080	good	Sweden	ERS16375521	sample processed and sequenced
SHXQ38	TYBVPP	L104975	7.6174	Bezaha	07:29:41_PM	8/1/2020	Bezaha	08:43:21_PM	15/1/2020	10154	good	Sweden	ERS16375434	sample processed and sequenced
SKGVUN	T6UDMB	L104976	4.6894	Mikea	03:35:42_AM	20/11/2019	Mikea	01:08:01_AM	27/11/2019	9932	good	Sweden	ERS16375470	sample processed and sequenced
SC6XJG	TR4LDL	L104977	1.9514	Mahavavy	03:21:07_AM	8/4/2020	Mahavavy	02:29:15_AM	15/4/2020	10028	good	Sweden	ERS16375361	sample processed and sequenced
S4ZJWW	TK4SS2	L104980	2.2804	Bekopaka	03:00:12_PM	8/1/2020	Bekopaka	02:12:36_PM	15/1/2020	10032	good	Sweden	ERS16375304	sample processed and sequenced
S9WEPV	TULADB	L104984	0.5644	Tsitongambarika	10:40:00_PM	29/7/2020	Tsitongambarika	10:00:00_PM	5/8/2020	10040	good	Sweden	ERS16375332	sample processed and sequenced
SERJII	TG6SK4	L104993	2.7794	Lokobe	07:13:01_AM	16/10/2019	Lokobe	08:16:36_AM	23/10/2019	10144	good	Sweden	ERS16375393	sample processed and sequenced
SPJZGR	TPQKYN	L104994	3.0514	Marontandrano	10:06:00_AM	12/2/2020	Marontandrano	11:12:00_AM	19/2/2020	10146	good	Sweden	ERS16375536	sample processed and sequenced
SRJA36	TXS3QU	L104995	1.3924	Marojejy	11:04:05_PM	29/4/2020	Marojejy	10:27:18_PM	6/5/2020	10043	good	Sweden	ERS16375581	sample processed and sequenced
SNIB2K	TRA8W1	L104985	1.4074	Marojejy	06:37:07_PM	28/8/2019	Marojejy	08:36:53_PM	4/9/2019	10200	good	Sweden	ERS16375524	sample processed and sequenced
SRY85Q	TB43DA	L104986	2.8634	Ranomafana	09:37:14_AM	1/4/2020	Ranomafana	08:21:26_AM	8/4/2020	10004	good	Sweden	ERS16375587	sample processed and sequenced
SUCPW3	TFBCWJ	L104987	3.2674	Tsitongambarika	05:15:00_PM	24/6/2020	Tsitongambarika	03:00:00_PM	1/7/2020	9945	good	Sweden	ERS16375627	sample processed and sequenced
SYY7GN	TRA8W1	L104988	7.2324	Marojejy	09:18:35_PM	13/11/2019	Marojejy	09:56:54_PM	20/11/2019	10118	good	Sweden	ERS16375703	sample processed and sequenced
SCBBDG	TR4LDL	L104989	2.1454	Mahavavy	02:22:47_AM	15/1/2020	Mahavavy	04:26:38_AM	23/1/2020	11644	good	Sweden	ERS16375363	sample processed and sequenced
SJCXPA	TULADB	L104990	1.8904	Tsitongambarika	05:25:00_PM	27/5/2020	Tsitongambarika	05:10:00_PM	3/6/2020	10065	good	Sweden	ERS16375456	sample processed and sequenced
SIZT5X	TKDVTA	L104991	3.1004	Tsitongambarika	05:32:52_AM	23/10/2019	Tsitongambarika	12:00:00_AM	31/10/2019	11187	good	Sweden	ERS16375453	sample processed and sequenced
SVGXEG	TXS3QU	L104992	2.8774	Marojejy	07:39:11_PM	28/8/2019	Marojejy	10:01:09_PM	4/9/2019	10222	good	Sweden	ERS16375645	sample processed and sequenced
SBKHJD	TFBCWJ	L104996	1.3434	Tsitongambarika	12:05:00_AM	2/4/2020	Tsitongambarika	12:00:00_AM	9/4/2020	10075	good	Sweden	ERS16375357	sample processed and sequenced
SL1CTU	TXS3QU	L104997	5.1334	Marojejy	10:51:23_PM	13/11/2019	Marojejy	11:01:40_PM	20/11/2019	10090	good	Sweden	ERS16375481	sample processed and sequenced
SGZEU3	TB43DA	L104998	6.3034	Ranomafana	08:04:23_AM	11/12/2019	Ranomafana	10:22:54_AM	18/12/2019	10219	good	Sweden	ERS16375422	sample processed and sequenced
SWADF7	TB43DA	L104999	3.3934	Ranomafana	10:22:47_AM	8/1/2020	Ranomafana	09:55:47_AM	15/1/2020	10053	good	Sweden	ERS16375663	sample processed and sequenced
SJQ87B	TRA8W1	L105000	12.0974	Marojejy	12:11:41_AM	24/10/2019	Marojejy	09:23:24_PM	30/10/2019	9912	good	Sweden	ERS16375459	sample processed and sequenced
SC7TA1	TR4LDL	H201001	2.5774	Mahavavy	02:32:21_AM	12/2/2020	Mahavavy	02:28:54_AM	19/2/2020	10077	good	Sweden	ERS16375362	sample processed and sequenced
SRHXBG	TB43DA	H201002	6.1314	Ranomafana	05:58:49_AM	16/10/2019	Ranomafana	06:52:26_AM	23/10/2019	10134	good	Sweden	ERS16375576	sample processed and sequenced
SW7ZDK	TFWNLD	H201003	2.7134	Ankarafantsika	02:40:02_AM	23/10/2019	Ankarafantsika	05:34:42_AM	30/10/2019	10255	good	Sweden	ERS16375662	sample processed and sequenced
SVJMAS	TEGSKQ	H201004	7.4854	Ambatovy	10:06:23_AM	20/11/2019	Ambatovy	01:36:48_PM	27/11/2019	10290	good	Sweden	ERS16375650	sample processed and sequenced
SFIUHM	TG6SK4	H201013	2.7614	Lokobe	07:00:19_AM	18/12/2019	Lokobe	11:07:10_AM	25/12/2019	10327	good	Sweden	ERS16375400	sample processed and sequenced
SLNNTX	TDY8SA	H201014	4.6684	Anjozorobe	11:51:25_AM	25/9/2019	Anjozorobe	12:32:10_PM	2/10/2019	10121	good	Sweden	ERS16375490	sample processed and sequenced
SYQVMP	TUH8A4	H201015	7.5664	Ankarafantsika	03:30:53_AM	15/1/2020	Ankarafantsika	05:30:45_AM	22/1/2020	10200	good	Sweden	ERS16375700	sample processed and sequenced
SMXL6K	THI5PX	H201005	1.0554	Analamerana	10:51:00_PM	3/6/2020	Analamerana	10:02:57_AM	10/6/2020	9312	good	Sweden	ERS16375519	sample processed and sequenced
STEEKQ	TPSMAA	H201006	2.9484	Ambohitantely	06:56:15_AM	11/3/2020	Ambohitantely	05:28:38_AM	18/3/2020	9992	good	Sweden	ERS16375609	sample processed and sequenced
SZ1SDL	TRKQU5	H201007	2.3964	Ankarana	03:52:35_PM	13/11/2019	Ankarana	05:43:16_AM	20/11/2019	9471	good	Sweden	ERS16375704	sample processed and sequenced
SI5WNZ	TXS3QU	H201008	2.8114	Marojejy	11:45:44_PM	11/3/2020	Marojejy	12:11:07_AM	19/3/2020	10105	good	Sweden	ERS16375436	sample processed and sequenced
SGRUF1	TRGIDB	H201009	1.7284	Mananara	12:00:02_PM	13/11/2019	Mananara	12:00:00_PM	20/11/2019	10080	good	Sweden	ERS16375419	sample processed and sequenced
SHWJJX	TUH8A4	H201010	4.1874	Ankarafantsika	03:16:41_AM	21/8/2019	Ankarafantsika	04:05:24_AM	28/8/2019	10129	good	Sweden	ERS16375433	sample processed and sequenced
SAXRI7	T9VS8I	H201011	0.7314	Masoala	09:03:00_AM	22/7/2020	Masoala	09:16:00_AM	29/7/2020	10093	good	Sweden	ERS16375344	sample processed and sequenced
SS9PIU	TIPGKX	H201012	1.3884	Cap_Sainte Marie	03:06:48_PM	11/12/2019	Cap_Sainte Marie	06:16:33_PM	18/12/2019	10270	acceptable	Sweden	ERS16375591	sample processed and sequenced
SGVCGN	TEGSKQ	H201016	3.1314	Ambatovy	09:05:00_PM	29/7/2020	Ambatovy	11:00:00_PM	5/8/2020	10195	good	Sweden	ERS16375420	sample processed and sequenced
SMM7QI	TRGIDB	H201025	1.1294	Mananara	02:00:00_PM	11/3/2020	Mananara	02:00:00_PM	18/3/2020	10080	good	Sweden	ERS16375511	sample processed and sequenced
SHMQ6C	THI5PX	H201026	0.7794	Analamerana	10:00:00_AM	1/7/2020	Analamerana	11:04:59_AM	8/7/2020	10145	good	Sweden	ERS16375430	sample processed and sequenced
SFIMZL	THI5PX	H201027	0.3724	Analamerana	01:12:30_PM	22/7/2020	Analamerana	04:03:00_PM	29/7/2020	10250	good	Sweden	ERS16375399	sample processed and sequenced
SMVLMC	TPSMAA	H201017	4.0064	Ambohitantely	12:10:00_PM	18/12/2019	Ambohitantely	02:40:00_PM	25/12/2019	10230	good	Sweden	ERS16375518	sample processed and sequenced
SRIQS8	TKRH5P	H201018	5.5664	Namoroka	03:02:23_AM	8/1/2020	Namoroka	03:37:43_AM	15/1/2020	10115	good	Sweden	ERS16375579	sample processed and sequenced
SADBMF	TUP4R5	H201019	2.5234	Tsimanampesotse	08:02:47_AM	24/6/2020	Tsimanampesotse	08:18:24_AM	1/7/2020	10096	good	Sweden	ERS16375336	sample processed and sequenced
SMIMU5	TK1MIJ	H201022	3.0764	Daraina	12:20:00_PM	3/6/2020	Daraina	10:48:00_AM	10/6/2020	9988	good	Sweden	ERS16375507	sample processed and sequenced
SMJ5WM	TAHDZD	H201023	0.8164	Marojejy	06:25:00_PM	24/6/2020	Marojejy	11:30:00_AM	1/7/2020	9665	good	Sweden	ERS16375508	sample processed and sequenced
SKWZDV	TE8SYJ	H201024	4.0604	Tsimanampesotse	07:08:28_AM	13/11/2019	Tsimanampesotse	06:51:04_AM	20/11/2019	10063	good	Sweden	ERS16375478	sample processed and sequenced
