	sampleID_HISTORICAL	sampleID_FIELD	sampleID_LAB	dataset	lab_sample_type	country	biological_spikes	artificial_spikes	sample_metadata_file	lysate_rack_ID	lysate_well_ID	dna_plate_ID	dna_plate_well_ID	sequencing_batch	sequencing_batch_NGI	notes_sequencing	study_accession_ENA	sample_accession_ENA	experiment_accession_ENA	run_accession_ENA	RC	Mreads	>=Q30
P27359_1099	FL057_H201190	SDLX2K	H201190	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL057	A3	3000491462.0	A3	batch14	P27359	sequencing successfull	PRJEB61109	ERS16375379	ERX11436026	ERR12052805	1.88	88.17	
P27359_1100	FL057_H201191	SAP8HW	H201191	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL057	A4	3000491462.0	A4	batch14	P27359	sequencing successfull	PRJEB61109	ERS16375341	ERX11436027	ERR12052806	2.23	87.98	
P27359_1101	FL057_H201192	SBGMLN	H201192	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL057	A5	3000491462.0	A5	batch14	P27359	sequencing successfull	PRJEB61109	ERS16375354	ERX11436028	ERR12052807	1.53	88.45	
P27359_1102	FL057_H201193	SMAR4V	H201193	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL057	A6	3000491462.0	A6	batch14	P27359	sequencing successfull	PRJEB61109	ERS16375499	ERX11436029	ERR12052808	1.45	87.78	
P27359_1103	FL057_H201194	SKRL6U	H201194	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL057	A7	3000491462.0	A7	batch14	P27359	sequencing successfull	PRJEB61109	ERS16375476	ERX11436030	ERR12052809	0.62	87.24	
P27359_1104	FL057_H201195	STFHWG	H201195	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL057	A8	3000491462.0	A8	batch14	P27359	sequencing successfull	PRJEB61109	ERS16375610	ERX11436031	ERR12052810	1.07	88.23	
P27359_1105	FL057_H201196	STSSJR	H201196	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL057	A9	3000491462.0	A9	batch14	P27359	sequencing successfull	PRJEB61109	ERS16375618	ERX11436032	ERR12052811	0.68	87.78	
P27359_1106	FL057_H201197	S3AUJP	H201197	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL057	A10	3000491462.0	A10	batch14	P27359	sequencing successfull	PRJEB61109	ERS16375290	ERX11436033	ERR12052812	0.69	88.29	
P27359_1107	FL057_H201198	SI7BP8	H201198	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL057	A11	3000491462.0	A11	batch14	P27359	sequencing successfull	PRJEB61109	ERS16375437	ERX11436034	ERR12052813	0.95	88.6	
P27359_1108	FL057_H201199	SRIYBQ	H201199	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL057	A12	3000491462.0	A12	batch14	P27359	sequencing successfull	PRJEB61109	ERS16375580	ERX11436035	ERR12052814	0.96	87.38	
P27359_1109	FL057_H201200	SDSYML	H201200	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL057	B1	3000491462.0	B1	batch14	P27359	sequencing successfull	PRJEB61109	ERS16375382	ERX11436036	ERR12052815	3.57	88.58	
P27359_1110	FL057_H201201	SEHLEG	H201201	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL057	B2	3000491462.0	B2	batch14	P27359	sequencing successfull	PRJEB61109	ERS16375385	ERX11436037	ERR12052816	1.49	88.43	
P27359_1111	FL057_H201202	SU2P7Y	H201202	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL057	B3	3000491462.0	B3	batch14	P27359	sequencing successfull	PRJEB61109	ERS16375622	ERX11436038	ERR12052817	0.73	89.37	
P27359_1112	FL057_H201203	S7RFGD	H201203	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL057	B4	3000491462.0	B4	batch14	P27359	sequencing successfull	PRJEB61109	ERS16375320	ERX11436039	ERR12052818	0.24	86.77	
P27359_1113	FL057_H201204	S4BZGF	H201204	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL057	B5	3000491462.0	B5	batch14	P27359	sequencing successfull	PRJEB61109	ERS16375299	ERX11436040	ERR12052819	0.43	88.18	
P27359_1114	FL057_H201205	SF6JZ9	H201205	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL057	B6	3000491462.0	B6	batch14	P27359	sequencing successfull	PRJEB61109	ERS16375395	ERX11436041	ERR12052820	0.73	88.2	
P27359_1115	FL057_H201206	SB8UGE	H201206	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL057	B7	3000491462.0	B7	batch14	P27359	sequencing successfull	PRJEB61109	ERS16375349	ERX11436042	ERR12052821	1.63	87.77	
P27359_1116	FL057_H201207	SY243Y	H201207	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL057	B8	3000491462.0	B8	batch14	P27359	sequencing successfull	PRJEB61109	ERS16375691	ERX11436043	ERR12052822	1.03	88.67	
P27359_1117	FL057_H201208	SBLRBZ	H201208	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL057	B9	3000491462.0	B9	batch14	P27359	sequencing successfull	PRJEB61109	ERS16375358	ERX11436044	ERR12052823	1.59	87.15	
P27359_1118	FL057_H201209	SQ9KBF	H201209	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL057	B10	3000491462.0	B10	batch14	P27359	sequencing successfull	PRJEB61109	ERS16375549	ERX11436045	ERR12052824	0.86	87.87	
P27359_1119	FL057_H201210	SLZZKQ	H201210	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL057	B11	3000491462.0	B11	batch14	P27359	sequencing successfull	PRJEB61109	ERS16375498	ERX11436046	ERR12052825	2.8	88.36	
P27359_1120	FL057_H201211	SINM88	H201211	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL057	B12	3000491462.0	B12	batch14	P27359	sequencing successfull	PRJEB61109	ERS16375441	ERX11436047	ERR12052826	0.51	87.89	
P27359_1121	FL057_H201212	SI9GMT	H201212	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL057	C1	3000491462.0	C1	batch14	P27359	sequencing successfull	PRJEB61109	ERS16375438	ERX11436048	ERR12052827	0.56	88.54	
P27359_1122	FL057_H201213	SCJHRJ	H201213	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL057	C2	3000491462.0	C2	batch14	P27359	sequencing successfull	PRJEB61109	ERS16375368	ERX11436049	ERR12052828	0.15	87.3	
P27359_1123	FL057_H201214	SBC7PQ	H201214	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL057	C3	3000491462.0	C3	batch14	P27359	sequencing successfull	PRJEB61109	ERS16375352	ERX11436050	ERR12052829	0.97	87.96	
P27359_1124	FL057_H201215	SEKK4F	H201215	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL057	C4	3000491462.0	C4	batch14	P27359	sequencing successfull	PRJEB61109	ERS16375387	ERX11436051	ERR12052830	2.25	87.96	
P27359_1125	FL057_H201216	SUYNIC	H201216	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL057	C5	3000491462.0	C5	batch14	P27359	sequencing successfull	PRJEB61109	ERS16375637	ERX11436052	ERR12052831	0.89	88.08	
P27359_1126	FL057_H201217	S62QIH	H201217	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL057	C6	3000491462.0	C6	batch14	P27359	sequencing successfull	PRJEB61109	ERS16375306	ERX11436053	ERR12052832	0.33	88.01	
P27359_1127	FL057_H201218	SMMRKL	H201218	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL057	C7	3000491462.0	C7	batch14	P27359	sequencing successfull	PRJEB61109	ERS16375512	ERX11436054	ERR12052833	3.77	88.26	
P27359_1128	FL057_H201219	SMU9S7	H201219	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL057	C8	3000491462.0	C8	batch14	P27359	sequencing successfull	PRJEB61109	ERS16375516	ERX11436055	ERR12052834	2.28	88.67	
P27359_1129	FL057_H201220	SUXY6Q	H201220	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL057	C9	3000491462.0	C9	batch14	P27359	sequencing successfull	PRJEB61109	ERS16375636	ERX11436056	ERR12052835	2.37	88.88	
P27359_1130	FL057_H201221	SK5PSV	H201221	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL057	C10	3000491462.0	C10	batch14	P27359	sequencing successfull	PRJEB61109	ERS16375466	ERX11436057	ERR12052836	0.45	88.23	
P27359_1131	FL057_H201222	SRIGPQ	H201222	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL057	C11	3000491462.0	C11	batch14	P27359	sequencing successfull	PRJEB61109	ERS16375577	ERX11436058	ERR12052837	2.42	88.71	
P27359_1132	FL057_H201223	SZNZFL	H201223	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL057	C12	3000491462.0	C12	batch14	P27359	sequencing successfull	PRJEB61109	ERS16375709	ERX11436059	ERR12052838	0.97	88.7	
P27359_1133	FL057_H201224	SH44WW	H201224	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL057	D1	3000491462.0	D1	batch14	P27359	sequencing successfull	PRJEB61109	ERS16375423	ERX11436060	ERR12052839	1.12	88.14	
P27359_1134	FL057_H201225	SMHLSC	H201225	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL057	D2	3000491462.0	D2	batch14	P27359	sequencing successfull	PRJEB61109	ERS16375504	ERX11436061	ERR12052840	1.85	88.8	
P27359_1135	FL057_H201226	SYQQSF	H201226	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL057	D3	3000491462.0	D3	batch14	P27359	sequencing successfull	PRJEB61109	ERS16375698	ERX11436062	ERR12052841	2.12	87.77	
P27359_1136	FL057_H201227	SFQIUU	H201227	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL057	D4	3000491462.0	D4	batch14	P27359	sequencing successfull	PRJEB61109	ERS16375404	ERX11436063	ERR12052842	1.16	87.76	
P27359_1137	FL057_H201228	SCNYSM	H201228	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL057	D5	3000491462.0	D5	batch14	P27359	sequencing successfull	PRJEB61109	ERS16375371	ERX11436064	ERR12052843	1.37	87.39	
P27359_1138	FL057_H201229	SLKDYQ	H201229	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL057	D6	3000491462.0	D6	batch14	P27359	sequencing successfull	PRJEB61109	ERS16375488	ERX11436065	ERR12052844	0.55	88.44	
P27359_1139	FL057_H201230		H201230	CO1_lysate_2019_MG	buffer_blank	Madagascar	False	False		FL057	D7	3000491462.0	D7	batch14	P27359	sequencing successfull	PRJEB61109	ERS16376962	ERX11436066	ERR12052845	0.0	84.58	
P27359_1140	FL057_H201231		H201231	CO1_lysate_2019_MG	mock_sample	Madagascar	True	False		FL057	D8	3000491462.0	D8	batch14	P27359	sequencing successfull	PRJEB61109	ERS16377032	ERX11436067	ERR12052846	0.6	88.45	
P27359_1141	FL057_H201232	SDVETF	H201232	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL057	D9	3000491462.0	D9	batch14	P27359	sequencing successfull	PRJEB61109	ERS16375383	ERX11436068	ERR12052847	2.0	88.39	
P27359_1142	FL057_H201233	S4NLDQ	H201233	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL057	D10	3000491462.0	D10	batch14	P27359	sequencing successfull	PRJEB61109	ERS16375302	ERX11436069	ERR12052848	0.43	88.35	
P27359_1143	FL057_H201234	S3UYRV	H201234	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL057	D11	3000491462.0	D11	batch14	P27359	sequencing successfull	PRJEB61109	ERS16375296	ERX11436070	ERR12052849	1.1	88.51	
P27359_1144	FL057_H201235	SKNFLV	H201235	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL057	D12	3000491462.0	D12	batch14	P27359	sequencing successfull	PRJEB61109	ERS16375473	ERX11436071	ERR12052850	0.95	87.43	
P27359_1145	FL057_H201236	SSQB3S	H201236	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL057	E1	3000491462.0	E1	batch14	P27359	sequencing successfull	PRJEB61109	ERS16375594	ERX11436072	ERR12052851	0.59	87.52	
P27359_1146	FL057_H201237	SVSYCU	H201237	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL057	E2	3000491462.0	E2	batch14	P27359	sequencing successfull	PRJEB61109	ERS16375657	ERX11436073	ERR12052852	1.77	85.24	
P27359_1147	FL057_H201238	SZF3ET	H201238	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL057	E3	3000491462.0	E3	batch14	P27359	sequencing successfull	PRJEB61109	ERS16375708	ERX11436074	ERR12052853	1.17	87.91	
P27359_1148	FL057_H201239	S4MXWW	H201239	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL057	E4	3000491462.0	E4	batch14	P27359	sequencing successfull	PRJEB61109	ERS16375301	ERX11436075	ERR12052854	1.06	88.56	
P27359_1149	FL057_H201240	SSRQUT	H201240	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL057	E5	3000491462.0	E5	batch14	P27359	sequencing successfull	PRJEB61109	ERS16375595	ERX11436076	ERR12052855	1.11	88.99	
P27359_1150	FL057_H201241	SJS8SE	H201241	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL057	E6	3000491462.0	E6	batch14	P27359	sequencing successfull	PRJEB61109	ERS16375462	ERX11436077	ERR12052856	0.54	88.07	
P27359_1151	FL057_H201242	SBA5QL	H201242	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL057	E7	3000491462.0	E7	batch14	P27359	sequencing successfull	PRJEB61109	ERS16375350	ERX11436078	ERR12052857	2.52	88.31	
P27359_1152	FL057_H201243	SK18RL	H201243	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL057	E8	3000491462.0	E8	batch14	P27359	sequencing successfull	PRJEB61109	ERS16375464	ERX11436079	ERR12052858	0.19	88.04	
P27359_1153	FL057_H201244	SRBMS6	H201244	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL057	E9	3000491462.0	E9	batch14	P27359	sequencing successfull	PRJEB61109	ERS16375573	ERX11436080	ERR12052859	1.28	87.32	
P27359_1154	FL057_H201245	SPRXIP	H201245	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL057	E10	3000491462.0	E10	batch14	P27359	sequencing successfull	PRJEB61109	ERS16375541	ERX11436081	ERR12052860	0.94	88.6	
P27359_1155	FL057_H201246	SSFTCH	H201246	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL057	E11	3000491462.0	E11	batch14	P27359	sequencing successfull	PRJEB61109	ERS16375592	ERX11436082	ERR12052861	1.65	85.48	
P27359_1156	FL057_H201247	SIXSZX	H201247	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL057	E12	3000491462.0	E12	batch14	P27359	sequencing successfull	PRJEB61109	ERS16375452	ERX11436083	ERR12052862	1.3	88.82	
P27359_1157	FL057_H201248	SKCVLT	H201248	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL057	F1	3000491462.0	F1	batch14	P27359	sequencing successfull	PRJEB61109	ERS16375469	ERX11436084	ERR12052863	1.21	87.64	
P27359_1158	FL057_H201249	SVH2ZM	H201249	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL057	F2	3000491462.0	F2	batch14	P27359	sequencing successfull	PRJEB61109	ERS16375647	ERX11436085	ERR12052864	0.7	87.87	
P27359_1159	FL057_H201250	SVT3TU	H201250	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL057	F3	3000491462.0	F3	batch14	P27359	sequencing successfull	PRJEB61109	ERS16375658	ERX11436086	ERR12052865	1.19	88.97	
P27359_1160	FL057_H201251	SBYX1W	H201251	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL057	F4	3000491462.0	F4	batch14	P27359	sequencing successfull	PRJEB61109	ERS16375360	ERX11436087	ERR12052866	0.57	88.59	
P27359_1161	FL057_H201252	SPWYJ3	H201252	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL057	F5	3000491462.0	F5	batch14	P27359	sequencing successfull	PRJEB61109	ERS16375544	ERX11436088	ERR12052867	1.34	88.38	
P27359_1162	FL057_H201253	S7AAQH	H201253	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL057	F6	3000491462.0	F6	batch14	P27359	sequencing successfull	PRJEB61109	ERS16375314	ERX11436089	ERR12052868	1.2	85.1	
P27359_1163	FL057_H201254	SB7YK2	H201254	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL057	F7	3000491462.0	F7	batch14	P27359	sequencing successfull	PRJEB61109	ERS16375348	ERX11436090	ERR12052869	1.85	87.9	
P27359_1164	FL057_H201255	STZRZL	H201255	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL057	F8	3000491462.0	F8	batch14	P27359	sequencing successfull	PRJEB61109	ERS16375619	ERX11436091	ERR12052870	0.93	87.01	
P27359_1165	FL057_H201256	SNKLSI	H201256	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL057	F9	3000491462.0	F9	batch14	P27359	sequencing successfull	PRJEB61109	ERS16375526	ERX11436092	ERR12052871	0.45	88.0	
P27359_1166	FL057_H201257	SABTMI	H201257	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL057	F10	3000491462.0	F10	batch14	P27359	sequencing successfull	PRJEB61109	ERS16375335	ERX11436093	ERR12052872	0.2	88.05	
P27359_1167	FL057_H201258	SVIMCC	H201258	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL057	F11	3000491462.0	F11	batch14	P27359	sequencing successfull	PRJEB61109	ERS16375648	ERX11436094	ERR12052873	0.06	87.76	
P27359_1168	FL057_H201259	SLLZ2T	H201259	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL057	F12	3000491462.0	F12	batch14	P27359	sequencing successfull	PRJEB61109	ERS16375489	ERX11436095	ERR12052874	1.33	88.15	
P27359_1169	FL057_H201260	SMSJP6	H201260	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL057	G1	3000491462.0	G1	batch14	P27359	sequencing successfull	PRJEB61109	ERS16375515	ERX11436096	ERR12052875	0.01	87.64	
P27359_1170	FL057_H201261	SG5GVI	H201261	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL057	G2	3000491462.0	G2	batch14	P27359	sequencing successfull	PRJEB61109	ERS16375411	ERX11436097	ERR12052876	0.07	88.33	
P27359_1171	FL057_H201262	STBZRP	H201262	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL057	G3	3000491462.0	G3	batch14	P27359	sequencing successfull	PRJEB61109	ERS16375606	ERX11436098	ERR12052877	0.87	87.56	
P27359_1172	FL057_H201263	SSYEXP	H201263	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL057	G4	3000491462.0	G4	batch14	P27359	sequencing successfull	PRJEB61109	ERS16375601	ERX11436099	ERR12052878	1.74	88.02	
P27359_1173	FL057_H201264	SHQUT1	H201264	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL057	G5	3000491462.0	G5	batch14	P27359	sequencing successfull	PRJEB61109	ERS16375431	ERX11436100	ERR12052879	0.64	87.89	
P27359_1174	FL057_H201265	SWZWQL	H201265	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL057	G6	3000491462.0	G6	batch14	P27359	sequencing successfull	PRJEB61109	ERS16375680	ERX11436101	ERR12052880	0.76	87.8	
P27359_1175	FL057_H201266	SWH4NF	H201266	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL057	G7	3000491462.0	G7	batch14	P27359	sequencing successfull	PRJEB61109	ERS16375670	ERX11436102	ERR12052881	0.6	88.32	
P27359_1176	FL057_H201267	SJRH2B	H201267	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL057	G8	3000491462.0	G8	batch14	P27359	sequencing successfull	PRJEB61109	ERS16375460	ERX11436103	ERR12052882	0.7	88.05	
P27359_1177	FL057_H201268	SMCXEN	H201268	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL057	G9	3000491462.0	G9	batch14	P27359	sequencing successfull	PRJEB61109	ERS16375502	ERX11436104	ERR12052883	1.97	87.5	
P27359_1178	FL057_H201269	SRHCZP	H201269	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL057	G10	3000491462.0	G10	batch14	P27359	sequencing successfull	PRJEB61109	ERS16375575	ERX11436105	ERR12052884	1.01	86.73	
P27359_1179	FL057_H201270	SSXDKX	H201270	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL057	G11	3000491462.0	G11	batch14	P27359	sequencing successfull	PRJEB61109	ERS16375599	ERX11436106	ERR12052885	0.4	88.49	
P27359_1180	FL057_H201271	SIQXE6	H201271	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL057	G12	3000491462.0	G12	batch14	P27359	sequencing successfull	PRJEB61109	ERS16375446	ERX11436107	ERR12052886	1.52	88.64	
P27359_1181	FL057_H201272		H201272	CO1_lysate_2019_MG	buffer_blank	Madagascar	False	False		FL057	H1	3000491462.0	H1	batch14	P27359	sequencing successfull	PRJEB61109	ERS16376963	ERX11436108	ERR12052887	0.0	83.35	
P27359_1182	FL057_H201273		H201273	CO1_lysate_2019_MG	mock_sample	Madagascar	True	False		FL057	H2	3000491462.0	H2	batch14	P27359	sequencing successfull	PRJEB61109	ERS16377033	ERX11436109	ERR12052888	2.07	89.09	
P27359_1183	FL057_H201274	SQQXLX	H201274	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL057	H3	3000491462.0	H3	batch14	P27359	sequencing successfull	PRJEB61109	ERS16375559	ERX11436110	ERR12052889	1.23	87.24	
P27359_1184	FL057_H201275	STLUM6	H201275	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL057	H4	3000491462.0	H4	batch14	P27359	sequencing successfull	PRJEB61109	ERS16375615	ERX11436111	ERR12052890	1.22	86.64	
P27359_1185	FL057_H201276	SDMVSB	H201276	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL057	H5	3000491462.0	H5	batch14	P27359	sequencing successfull	PRJEB61109	ERS16375381	ERX11436112	ERR12052891	0.07	87.4	
P27359_1186	FL057_H201277	SWY36F	H201277	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL057	H6	3000491462.0	H6	batch14	P27359	sequencing successfull	PRJEB61109	ERS16375679	ERX11436113	ERR12052892	1.51	88.59	
P27359_1187	FL057_H201278	SVFAUZ	H201278	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL057	H7	3000491462.0	H7	batch14	P27359	sequencing successfull	PRJEB61109	ERS16375643	ERX11436114	ERR12052893	2.72	88.48	
