sampleID_FIELD	trapID	biomass_grams	placing_user	placing_time	placing_date	collecting_user	collecting_time	collecting_date	duration_min	trap_condition_collection	sample_ethanol_conc	processing_group	sample_accession_ENA	sample_status
S8HMUS	TUDGN3	4.1254	Karl_Gunnar Rosander	4:20:39_PM	18/5/2019	Karl_Gunnar Rosander	4:13:44_PM	25/5/2019	10073	good	94.1	Lysis_first	ERS16365569	sample processed and sequenced
SBGQZ1	T2YFPK	2.3164	Karl_Gunnar Rosander	1:26:21_PM	20/4/2019	Karl_Gunnar Rosander	11:47:39_AM	27/4/2019	9981	good	94.2	Lysis_first	ERS16365570	sample processed and sequenced
S3YZ1Z	TTWBA4	3.5504	Lena_Hammarlund	5:18:02_PM	3/5/2019	Lena_Hammarlund	3:38:04_PM	11/5/2019	11420	good	94.6	Lysis_first	ERS16365571	sample processed and sequenced
SCSEEN	TKCEJN	4.5114	Irene_Persson	9:04:01_AM	14/4/2019	Irene_Persson	7:52:56_AM	21/4/2019	10009	good	94.6	Lysis_first	ERS16365572	sample processed and sequenced
S2TLHW	TSEQHD	4.3694	Irene_Persson	8:48:14_AM	14/4/2019	Irene_Persson	7:40:09_AM	21/4/2019	10012	good	93.9	Lysis_first	ERS16365573	sample processed and sequenced
SMNJCK	TM5LBB	0.9494	Elisabet_Dolff	10:53:10_AM	5/1/2019	Elisabet_Dolff	11:55:49_AM	2/2/2019	40383	good	94.8	Lysis_first	ERS16365574	sample processed and sequenced
S5BTI9	T3NLMJ	0.0664	Karl_Gunnar Rosander	1:13:48_PM	5/1/2019	Karl_Gunnar Rosander	11:55:00_AM	2/2/2019	40241	good	91.8	Lysis_first	ERS16365575	sample processed and sequenced
SDVZUT	TL3KCT	9.8724	Karl_Gunnar Rosander	1:25:39_PM	11/5/2019	Karl_Gunnar Rosander	4:43:02_PM	18/5/2019	10277	good	93	Lysis_first	ERS16365576	sample processed and sequenced
SXKXQQ	T9DY9N	7.1544	Karl_Gunnar Rosander	1:41:13_PM	2/3/2019	Karl_Gunnar Rosander	1:23:30_PM	30/3/2019	40302	good	88.2	Lysis_first	ERS16365577	sample processed and sequenced
SPBNEW	T2YFPK	1.5854	Karl_Gunnar Rosander	2:29:59_PM	5/1/2019	Karl_Gunnar Rosander	1:10:00_PM	2/2/2019	40240	good	93.7	Lysis_first	ERS16365578	sample processed and sequenced
SYVN7V	TUDGN3	0.2534	Karl_Gunnar Rosander	1:48:50_PM	6/4/2019	Karl_Gunnar Rosander	10:20:35_AM	13/4/2019	9872	good	95.1	Lysis_first	ERS16365579	sample processed and sequenced
S3SWMJ	TAI56Z	3.3184	Irene_Persson	8:58:40_AM	14/4/2019	Irene_Persson	7:47:18_AM	21/4/2019	10009	good	94.6	Lysis_first	ERS16365580	sample processed and sequenced
SPFCMD	TEVVLD	2.6804	Irene_Persson	8:45:39_AM	4/5/2019	Irene_Persson	8:53:11_AM	12/5/2019	11528	good	94.3	Lysis_first	ERS16365581	sample processed and sequenced
S2B7S7	TTWBA4	1.2374	Lena_Hammarlund	10:13:04_AM	6/4/2019	Lena_Hammarlund	10:03:22_AM	13/4/2019	10070	good	95.2	Lysis_first	ERS16365582	sample processed and sequenced
SALYYC	TKGCFR	2.3734	Annika_Hed	10:05:07_AM	5/5/2019	Annika_Hed	9:20:14_AM	11/5/2019	8595	good	94.7	Lysis_first	ERS16365583	sample processed and sequenced
SNKDCV	TZWKHK	12.9674	Ola_Ejdren	12:14:38_PM	15/6/2019	Thomas_Kraft	2:52:59_PM	23/6/2019	11678	good	92.9	Lysis_first	ERS16365584	sample processed and sequenced
SF5EGN	TTWBA4	1.9784	Lena_Hammarlund	10:04:00_AM	13/4/2019	Lena_Hammarlund	3:46:08_PM	21/4/2019	11862	good	94.6	Lysis_first	ERS16365585	sample processed and sequenced
SB9YH1	TL3KCT	1.7744	Karl_Gunnar Rosander	2:41:49_PM	4/5/2019	Karl_Gunnar Rosander	1:25:14_PM	11/5/2019	10003	good	94.6	Lysis_first	ERS16365586	sample processed and sequenced
SEHWLZ	TUDGN3	0.8644	Karl_Gunnar Rosander	2:11:28_PM	4/5/2019	Karl_Gunnar Rosander	12:56:53_PM	11/5/2019	10005	good	94.9	Lysis_first	ERS16365587	sample processed and sequenced
SGXBQY	TD5LHA	9.8424	Rebecka_Erixon	11:01:48_AM	7/4/2019	Rebecka_Erixon	4:07:02_PM	12/4/2019	7505	good	92.6	Lysis_first	ERS16365588	sample processed and sequenced
SMZUNB	TKCEJN	2.2564	Irene_Persson	9:43:21_AM	18/5/2019	Irene_Persson	7:48:24_AM	25/5/2019	9965	good	94.8	Lysis_first	ERS16365589	sample processed and sequenced
SKLKDM	TKGCFR	1.5344	Annika_Hed	9:22:25_AM	6/4/2019	Annika_Hed	11:01:06_AM	13/4/2019	10179	good	95	Lysis_first	ERS16365590	sample processed and sequenced
SBUZ78	TGCHAV	8.8094	Thomas_Kraft	12:10:38_PM	7/6/2019	Ola_Ejdren	12:22:00_PM	15/6/2019	11531	good	93.5	Lysis_first	ERS16365591	sample processed and sequenced
SVFZ92	TUDGN3	4.3734	Karl_Gunnar Rosander	12:57:16_PM	11/5/2019	Karl_Gunnar Rosander	4:20:23_PM	18/5/2019	10283	good	94.4	Lysis_first	ERS16365592	sample processed and sequenced
SA5ECS	T3NLMJ	3.2764	Karl_Gunnar Rosander	12:22:46_PM	20/4/2019	Karl_Gunnar Rosander	10:45:23_AM	27/4/2019	9983	good	93.8	Lysis_first	ERS16365593	sample processed and sequenced
SRHZFT	T3NLMJ	2.6694	Karl_Gunnar Rosander	1:18:04_PM	6/4/2019	Karl_Gunnar Rosander	9:47:40_AM	13/4/2019	9870	good	93.5	Lysis_first	ERS16365594	sample processed and sequenced
S4FBRT	TAI56Z	4.5284	Irene_Persson	9:38:01_AM	18/5/2019	Irene_Persson	7:43:14_AM	25/5/2019	9965	good	94.1	Lysis_first	ERS16365595	sample processed and sequenced
S5XH57	TAI56Z	3.2814	Irene_Persson	7:47:28_AM	21/4/2019	Irene_Persson	8:19:48_AM	27/4/2019	8672	good	94.6	Lysis_first	ERS16365596	sample processed and sequenced
SW83KB	TJXPPV	0.4524	Rebecka_Erixon	10:38:14_AM	4/5/2019	Rebecka_Erixon	4:06:00_PM	10/5/2019	8968	good	94.6	Lysis_first	ERS16365597	sample processed and sequenced
SDYHZ3	TZWKHK	11.3534	Thomas_Kraft	12:20:07_PM	7/6/2019	Ola_Ejdren	12:14:23_PM	15/6/2019	11514	good	93	Lysis_first	ERS16365598	sample processed and sequenced
S7QARW	TKSUA6	5.2364	Thomas_Kraft	11:27:44_AM	7/6/2019	Ola_Ejdren	12:49:22_PM	15/6/2019	11602	poor	92.3	Lysis_first	ERS16365599	sample processed and sequenced
SAXIXP	TL3KCT	0.6204	Karl_Gunnar Rosander	12:28:02_PM	5/1/2019	Karl_Gunnar Rosander	12:40:00_PM	2/2/2019	40332	good	93	Lysis_first	ERS16365600	sample processed and sequenced
S9TRKP	THBEZ5	2.4884	Irene_Persson	7:59:19_AM	21/4/2019	Irene_Persson	8:33:50_AM	27/4/2019	8675	good	94.6	Lysis_first	ERS16365601	sample processed and sequenced
SKZJDY	TKCEJN	2.1474	Irene_Persson	9:07:00_AM	12/5/2019	Irene_Persson	9:43:06_AM	18/5/2019	8676	good	94.9	Lysis_first	ERS16365602	sample processed and sequenced
SMEJCX	TMSD51	1.3744	Annika_Hed	10:32:51_AM	5/5/2019	Annika_Hed	9:56:42_AM	11/5/2019	8604	good	94.6	Lysis_first	ERS16365603	sample processed and sequenced
SELBQC	TGCHAV	9.1964	Ola_Ejdren	12:22:10_PM	15/6/2019	Thomas_Kraft	2:38:56_PM	23/6/2019	11657	good	93.8	Lysis_first	ERS16365604	sample processed and sequenced
SIZ4IC	TFFDRE	4.1114	Thomas_Kraft	4:53:09_AM	5/7/2019	Ola_Ejdren	5:34:08_PM	13/7/2019	12281	acceptable	94	Lysis_first	ERS16365605	sample processed and sequenced
SDIRU3	T9DY9N	2.3184	Karl_Gunnar Rosander	1:36:33_PM	4/5/2019	Karl_Gunnar Rosander	12:16:27_PM	11/5/2019	10000	good	94.5	Lysis_first	ERS16365606	sample processed and sequenced
SIFDQD	TSEQHD	18.4654	Irene_Persson	9:30:00_AM	18/5/2019	Irene_Persson	7:35:06_AM	25/5/2019	9965	good	89.9	Lysis_first	ERS16365607	sample processed and sequenced
S9VCWF	TD5LHA	5.3964	Rebecka_Erixon	9:42:23_AM	4/2/2019	Rebecka_Erixon	2:07:17_PM	2/3/2019	37705	good	84	Lysis_first	ERS16365608	sample processed and sequenced
SG2RRE	T7ZDZJ	1.4244	Niclas_Wahlgren	10:13:47_AM	2/2/2019	Niclas_Wahlgren	3:40:18_PM	1/3/2019	39207	poor	92.7	Lysis_first	ERS16365609	sample processed and sequenced
SXXNNU	TDUYXP	2.4214	Malin_Aiero	6:00:13_PM	13/4/2019	Malin_Aiero	9:44:37_AM	21/4/2019	11024	good	95	Lysis_first	ERS16365610	sample processed and sequenced
SVKRJN	TV6Z5Y	-0.0216	Jan_Andersson	1:16:44_PM	5/1/2019	Jan_Andersson	12:25:00_PM	1/2/2019	38828	poor	93.3	Lysis_first	ERS16365611	sample processed and sequenced
S6MSZ7	TMLQED	0.8344	Helene_Johansson	10:00:00_AM	5/1/2019	Helene_Johansson	11:10:32_AM	2/2/2019	40391	good	93.8	Lysis_first	ERS16365612	sample processed and sequenced
SGMRC2	TYDUPV	4.2694	Ulrika_Ljung	8:18:18_AM	13/4/2019	Ulrika_Ljung	7:31:03_AM	20/4/2019	10033	good	94.8	Lysis_first	ERS16365613	sample processed and sequenced
SNDQSZ	TGTDBY	2.0914	Krister_Ljung	6:35:56_PM	5/5/2019	Krister_Ljung	5:28:20_PM	11/5/2019	8572	good	94.7	Lysis_first	ERS16365614	sample processed and sequenced
SKMF8T	TWVCXF	3.2084	Christina_Sandblom	2:43:01_PM	2/2/2019	Christina_Sandblom	5:24:11_PM	2/3/2019	40481	acceptable	92.8	Lysis_first	ERS16365615	sample processed and sequenced
STMGCF	TPXB6L	8.2944	Ulrika_Ljung	10:20:14_AM	18/5/2019	Krister_Ljung	9:54:39_AM	25/5/2019	10054	good	93.9	Lysis_first	ERS16365616	sample processed and sequenced
SXU8Y1	TAI56Z	3.1074	Irene_Persson	8:52:34_AM	4/5/2019	Irene_Persson	8:59:57_AM	12/5/2019	11527	good	94.4	Lysis_first	ERS16365617	sample processed and sequenced
SLDF2S	TEYZYN	2.0964	Mats_Hannevad	5:47:06_AM	13/4/2019	Anna_Joensson	8:59:05_AM	20/4/2019	10272	good	95.1	Lysis_first	ERS16365618	sample processed and sequenced
SPFU6K	TV6Z5Y	0.4624	Jan_Andersson	12:39:14_PM	6/4/2019	Jan_Andersson	1:25:14_PM	13/4/2019	10126	good	94.7	Lysis_first	ERS16365619	sample processed and sequenced
S3VTEU	TMLQED	1.0274	Helene_Johansson	11:00:27_AM	18/5/2019	Helene_Johansson	8:45:37_AM	25/5/2019	9945	good	94.9	Lysis_first	ERS16365620	sample processed and sequenced
SBBVFK	TGTDBY	3.7184	Krister_Ljung	5:28:33_PM	11/5/2019	Ulrika_Ljung	10:38:19_AM	18/5/2019	9670	good	94.5	Lysis_first	ERS16365621	sample processed and sequenced
SEFPSV	TNLTYQ	3.1654	Ulrika_Ljung	10:07:45_AM	6/4/2019	Ulrika_Ljung	8:30:30_AM	13/4/2019	9983	good	94.1	Lysis_first	ERS16365622	sample processed and sequenced
S9I2M2	TPXB6L	1.5324	Krister_Ljung	8:14:23_AM	13/4/2019	Ulrika_Ljung	8:11:27_AM	20/4/2019	10077	good	95.1	Lysis_first	ERS16365623	sample processed and sequenced
SA6RMM	TGTDBY	10.3744	Ulrika_Ljung	10:38:35_AM	18/5/2019	Krister_Ljung	10:17:20_AM	25/5/2019	10059	good	93.5	Lysis_first	ERS16365624	sample processed and sequenced
S5FISJ	TWVCXF	4.1244	Christina_Sandblom	5:50:00_PM	13/4/2019	Sara_Kanerot	8:48:46_AM	21/4/2019	10979	good	94.4	Lysis_first	ERS16365625	sample processed and sequenced
SSNFAU	T5ZUGG	3.6594	Anna_Joensson	7:09:09_AM	11/5/2019	Anna_Joensson	9:35:00_AM	18/5/2019	10226	good	94.5	Lysis_first	ERS16365626	sample processed and sequenced
SW7MTT	TIAIK1	-0.3756	Jan_Andersson	10:30:00_AM	1/2/2019	Richard_Olofsson	10:11:28_AM	2/3/2019	41741	good	88.5	Lysis_first	ERS16365627	sample processed and sequenced
SQHUPW	TM4GA9	1.7994	Helene_Johansson	11:40:13_AM	4/5/2019	Helene_Johansson	8:27:55_AM	11/5/2019	9888	good	94.2	Lysis_first	ERS16365628	sample processed and sequenced
SDGEYX	TNLTYQ	3.7784	Ulrika_Ljung	6:41:25_PM	5/5/2019	Ulrika_Ljung	5:28:04_PM	11/5/2019	8567	good	94.5	Lysis_first	ERS16365629	sample processed and sequenced
SETTD4	TUHLET	3.6834	Krister_Ljung	10:06:46_AM	6/4/2019	Krister_Ljung	8:23:57_AM	13/4/2019	9977	good	93.9	Lysis_first	ERS16365630	sample processed and sequenced
SSS2JG	TWVCXF	1.6744	Christina_Sandblom	6:14:01_PM	5/4/2019	Christina_Sandblom	5:54:39_PM	13/4/2019	11501	good	94.2	Lysis_first	ERS16365631	sample processed and sequenced
SCHBA4	TUHLET	11.0034	Ulrika_Ljung	10:31:33_AM	18/5/2019	Krister_Ljung	10:08:24_AM	25/5/2019	10057	good	92.7	Lysis_first	ERS16365632	sample processed and sequenced
STYAFX	TAI56Z	1.2794	Irene_Persson	10:53:57_AM	2/2/2019	Irene_Persson	10:12:22_AM	2/3/2019	40278	good	92.5	Lysis_first	ERS16365633	sample processed and sequenced
S4FDJB	T5ZUGG	3.5164	Anna_Joensson	9:12:40_AM	13/4/2019	Anna_Joensson	7:38:24_AM	20/4/2019	9986	good	94.8	Lysis_first	ERS16365634	sample processed and sequenced
S962QQ	TIRXWF	0.8474	Jan_Andersson	11:15:00_AM	1/2/2019	Richard_Olofsson	11:03:38_AM	2/3/2019	41749	good	93.4	Lysis_first	ERS16365635	sample processed and sequenced
S7FELU	TDUYXP	0.6164	Malin_Aiero	12:38:53_PM	4/5/2019	Malin_Aiero	8:58:40_AM	11/5/2019	9860	good	95	Lysis_first	ERS16365636	sample processed and sequenced
SNZPFP	TUHLET	3.8604	Krister_Ljung	5:21:38_PM	11/5/2019	Ulrika_Ljung	10:31:19_AM	18/5/2019	9670	good	93.9	Lysis_first	ERS16365637	sample processed and sequenced
ST234Q	TKMZ5X	2.2704	Ulrika_Ljung	10:13:59_AM	6/4/2019	Ulrika_Ljung	8:36:30_AM	13/4/2019	9983	good	94.5	Lysis_first	ERS16365638	sample processed and sequenced
SCB6WM	TDUYXP	0.4684	Malin_Aiero	1:09:20_PM	2/2/2019	Malin_Aiero	2:55:45_PM	3/3/2019	41866	poor	92.5	Lysis_first	ERS16365639	sample processed and sequenced
S62U3J	TNLTYQ	5.0364	Ulrika_Ljung	5:28:16_PM	11/5/2019	Krister_Ljung	10:35:23_AM	18/5/2019	9667	good	93.8	Lysis_first	ERS16365640	sample processed and sequenced
SFPWVP	TYDUPV	3.2644	Ulrika_Ljung	9:56:04_AM	6/4/2019	Ulrika_Ljung	8:17:59_AM	13/4/2019	9982	good	94.9	Lysis_first	ERS16365641	sample processed and sequenced
SYWUKI	TIAIK1	1.2024	Jan_Andersson	9:21:41_AM	19/4/2019	Jan_Andersson	9:28:36_AM	27/4/2019	11527	good	93.1	Lysis_first	ERS16365642	sample processed and sequenced
SVZV1A	TNGTPF	1.4764	Jan_Andersson	9:49:27_AM	19/4/2019	Jan_Andersson	9:57:41_AM	27/4/2019	11528	good	95.1	Lysis_first	ERS16365643	sample processed and sequenced
S7SIMG	T8EUCF	4.3284	Fredric_Svensson	4:49:58_PM	2/3/2019	Fredric_Svensson	2:41:43_PM	31/3/2019	41632	acceptable	91.1	Lysis_first	ERS16365644	sample processed and sequenced
SFZKEN	T7WIMF	-0.1766	Jakob_Wilhelmsson	12:23:09_PM	5/1/2019	Jakob_Wilhelmsson	4:47:14_PM	2/2/2019	40584	poor	94.6	Lysis_first	ERS16365645	sample processed and sequenced
SA1YGJ	TNLTYQ	3.8084	Ulrika_Ljung	7:50:46_AM	20/4/2019	Ulrika_Ljung	7:19:26_PM	26/4/2019	9329	good	94.1	Lysis_first	ERS16365646	sample processed and sequenced
SF9EZS	TKMZ5X	5.4174	Ulrika_Ljung	6:48:56_PM	5/5/2019	Ulrika_Ljung	5:33:28_PM	11/5/2019	8565	good	94.2	Lysis_first	ERS16365647	sample processed and sequenced
SGFV12	TKMZ5X	2.2954	Ulrika_Ljung	9:38:06_AM	2/3/2019	Ulrika_Ljung	11:02:47_AM	31/3/2019	41845	acceptable	90	Lysis_first	ERS16365648	sample processed and sequenced
STMAVB	TNGTPF	0.1434	Jan_Andersson	12:43:01_PM	5/1/2019	Jan_Andersson	9:05:00_AM	1/2/2019	38662	good	94.3	Lysis_first	ERS16365649	sample processed and sequenced
SSFL6C	TNGTPF	0.6854	Richard_Olofsson	10:56:03_AM	2/3/2019	Jan_Andersson	1:08:43_PM	30/3/2019	40453	good	93.7	Lysis_first	ERS16365650	sample processed and sequenced
SVAQAL	T1QLZR	4.7244	Jimmy_Skord	1:45:00_PM	1/6/2019	Jimmy_Skord	10:59:57_AM	8/6/2019	9915	good	94.4	Lysis_first	ERS16365651	sample processed and sequenced
SFHNGV	TU2YW9	3.7824	Jimmy_Skord	3:33:00_PM	13/7/2019	Jimmy_Skord	1:00:00_PM	20/7/2019	9927	good	94.5	Lysis_first	ERS16365652	sample processed and sequenced
SX5FB5	TYDUPV	0.0584	Krister_Ljung	12:05:27_PM	5/1/2019	Ulrika_Ljung	10:24:18_AM	2/2/2019	40219	poor	93.6	Lysis_first	ERS16365653	sample processed and sequenced
S5YRNH	TGTDBY	1.7134	Ulrika_Ljung	8:27:56_AM	20/4/2019	Ulrika_Ljung	7:52:45_PM	26/4/2019	9325	good	93.8	Lysis_first	ERS16365654	sample processed and sequenced
SQTBFW	TUHLET	3.7214	Krister_Ljung	6:29:58_PM	5/5/2019	Krister_Ljung	5:21:20_PM	11/5/2019	8571	good	94.2	Lysis_first	ERS16365655	sample processed and sequenced
SJ44NX	TWVCXF	1.2264	Christina_Sandblom	2:21:00_PM	6/1/2019	Christina_Sandblom	2:36:32_PM	2/2/2019	38896	good	93.7	Lysis_first	ERS16365656	sample processed and sequenced
SYCEMI	TYKZSN	1.2784	Jan_Andersson	11:28:00_AM	1/2/2019	Richard_Olofsson	11:10:29_AM	2/3/2019	41742	good	93.9	Lysis_first	ERS16365657	sample processed and sequenced
SFVKXV	T5ZUGG	2.1334	Arne_Joensson	10:10:21_AM	7/4/2019	Anna_Joensson	9:12:02_AM	13/4/2019	8582	good	94.9	Lysis_first	ERS16365658	sample processed and sequenced
SSKHEG	TDCIPI	7.9714	Jimmy_Skord	12:20:00_PM	1/6/2019	Jimmy_Skord	10:20:23_AM	8/6/2019	9960	good	93.7	Lysis_first	ERS16365659	sample processed and sequenced
SFY32I	TKMZ5X	4.2054	Ulrika_Ljung	5:33:39_PM	11/5/2019	Krister_Ljung	10:40:52_AM	18/5/2019	9667	good	94.2	Lysis_first	ERS16365660	sample processed and sequenced
SSSA5Q	TPXB6L	1.1354	Krister_Ljung	9:53:32_AM	6/4/2019	Krister_Ljung	8:13:55_AM	13/4/2019	9980	good	95	Lysis_first	ERS16365661	sample processed and sequenced
SECNPD	TGTDBY	1.1714	Krister_Ljung	8:31:04_AM	13/4/2019	Ulrika_Ljung	8:27:40_AM	20/4/2019	10077	good	94.7	Lysis_first	ERS16365662	sample processed and sequenced
SYFWTU	TGTDBY	5.0234	Krister_Ljung	9:45:55_AM	2/3/2019	Ulrika_Ljung	11:54:32_AM	31/3/2019	41889	good	89	Lysis_first	ERS16365663	sample processed and sequenced
SE37VU	TCD3P4	2.0044	Sara_Kanerot	8:46:48_AM	4/5/2019	Sara_Kanerot	3:57:04_PM	11/5/2019	10510	good	94.9	Lysis_first	ERS16365664	sample processed and sequenced
SUWFI2	TV6Z5Y	0.8374	Richard_Olofsson	11:37:51_AM	2/3/2019	Jan_Andersson	1:52:22_PM	30/3/2019	40455	good	93.1	Lysis_first	ERS16365665	sample processed and sequenced
SKTWEY	TEYZYN	0.9834	Mats_Hannevad	11:53:10_AM	5/1/2019	Mats_Hannevad	9:05:33_AM	2/2/2019	40152	poor	93.4	Lysis_first	ERS16365666	sample processed and sequenced
SXHHGI	TYDUPV	7.9964	Krister_Ljung	10:26:22_AM	18/5/2019	Ulrika_Ljung	9:57:34_AM	25/5/2019	10051	good	93.8	Lysis_first	ERS16365667	sample processed and sequenced
SEFB8E	TTWBA4	2.8044	Lena_Hammarlund	3:46:32_PM	21/4/2019	Lena_Hammarlund	4:56:16_PM	27/4/2019	8710	good	94.6	Lysis_first	ERS16365668	sample processed and sequenced
SGRLTN	TPXB6L	0.2974	Krister_Ljung	12:52:49_PM	5/1/2019	Ulrika_Ljung	11:18:45_AM	2/2/2019	40226	acceptable	93	Lysis_first	ERS16365669	sample processed and sequenced
S7TRPY	TUHLET	1.8214	Krister_Ljung	8:24:25_AM	13/4/2019	Ulrika_Ljung	8:20:20_AM	20/4/2019	10076	good	93.8	Lysis_first	ERS16365670	sample processed and sequenced
SGLUNQ	TCD3P4	4.5914	Sara_Kanerot	10:22:58_AM	18/5/2019	Sara_Kanerot	4:12:22_PM	25/5/2019	10429	good	94.3	Lysis_first	ERS16365671	sample processed and sequenced
SCDSPJ	TWVCXF	2.4154	Sara_Kanerot	8:49:13_AM	21/4/2019	Christina_Sandblom	6:05:09_PM	27/4/2019	9196	good	94.5	Lysis_first	ERS16365672	sample processed and sequenced
S4GRZR	TYKZSN	-0.0646	Richard_Olofsson	11:10:59_AM	2/3/2019	Jan_Andersson	1:26:32_PM	30/3/2019	40456	good	93.2	Lysis_first	ERS16365673	sample processed and sequenced
SX326Z	T5ZUGG	0.5904	Anna_Joensson	11:45:11_AM	5/1/2019	Anna_Joensson	10:46:49_AM	2/2/2019	40262	good	93.1	Lysis_first	ERS16365674	sample processed and sequenced
S1CXUN	TWVCXF	4.6674	Christina_Sandblom	5:40:09_PM	18/5/2019	Christina_Sandblom	6:53:43_PM	25/5/2019	10154	good	94.3	Lysis_first	ERS16365675	sample processed and sequenced
SRFJIB	TDUYXP	4.8514	Malin_Aiero	9:44:58_AM	21/4/2019	Malin_Aiero	9:58:03_AM	28/4/2019	10093	good	94.7	Lysis_first	ERS16365676	sample processed and sequenced
SR8ZF7	TNLTYQ	2.2634	Ulrika_Ljung	8:30:45_AM	13/4/2019	Ulrika_Ljung	7:50:22_AM	20/4/2019	10040	good	94.5	Lysis_first	ERS16365677	sample processed and sequenced
SRAUCW	TKMZ5X	2.5034	Ulrika_Ljung	7:43:03_AM	20/4/2019	Ulrika_Ljung	7:27:47_PM	26/4/2019	9345	poor	94.2	Lysis_first	ERS16365678	sample processed and sequenced
SVRBZJ	TCD3P4	3.4424	Sara_Kanerot	6:54:13_AM	14/4/2019	Sara_Kanerot	11:03:11_AM	21/4/2019	10329	good	94.7	Lysis_first	ERS16365679	sample processed and sequenced
SJMMIN	TV6Z5Y	0.8324	Jan_Andersson	12:29:00_PM	1/2/2019	Richard_Olofsson	11:37:34_AM	2/3/2019	41709	good	93.5	Lysis_first	ERS16365680	sample processed and sequenced
SD52LU	TEYZYN	1.0094	Mats_Hannevad	9:07:55_AM	2/2/2019	Mats_Hannevad	2:15:00_PM	2/3/2019	40627	good	92	Lysis_first	ERS16365681	sample processed and sequenced
SIQPZ2	TDUYXP	4.9044	Malin_Aiero	1:24:11_PM	16/3/2019	Malin_Aiero	5:29:56_PM	31/3/2019	21846	good	93.9	Lysis_first	ERS16365682	sample processed and sequenced
S6REX6	TC6XPC	3.9504	Jimmy_Skord	11:30:00_AM	6/7/2019	Jimmy_Skord	4:21:25_PM	13/7/2019	10371	good	94.6	Lysis_first	ERS16365683	sample processed and sequenced
SMFVWW	TSKEKT	0.7014	Per_Wetterstrand	9:35:36_AM	2/3/2019	Per_Wetterstrand	11:48:20_AM	30/3/2019	40453	poor	89.7	Lysis_first	ERS16365684	sample processed and sequenced
SMXBYG	TCD3P4	4.4344	Sara_Kanerot	11:03:23_AM	21/4/2019	Sara_Kanerot	2:40:42_PM	27/4/2019	8857	good	94.8	Lysis_first	ERS16365685	sample processed and sequenced
SS7QLL	TIRXWF	0.3004	Jan_Andersson	12:48:26_PM	5/1/2019	Jan_Andersson	11:14:38_AM	1/2/2019	38786	poor	93.9	Lysis_first	ERS16365686	sample processed and sequenced
SBFVP9	TEYZYN	1.7704	Mats_Hannevad	6:25:54_AM	4/5/2019	Mats_Hannevad	4:55:14_PM	11/5/2019	10709	good	95	Lysis_first	ERS16365687	sample processed and sequenced
S6NIJE	TU2YW9	3.9614	Jimmy_Skord	11:00:00_AM	6/7/2019	Jimmy_Skord	3:33:20_PM	13/7/2019	10353	good	94.4	Lysis_first	ERS16365688	sample processed and sequenced
S4AZUP	TWVCXF	1.2664	Christina_Sandblom	2:38:27_PM	12/5/2019	Christina_Sandblom	5:38:10_PM	18/5/2019	8820	good	94.9	Lysis_first	ERS16365689	sample processed and sequenced
S1WJDV	TGTDBY	0.9544	Krister_Ljung	1:19:34_PM	5/1/2019	Ulrika_Ljung	11:53:01_AM	2/2/2019	40233	good	92.7	Lysis_first	ERS16365690	sample processed and sequenced
SXZXBE	TSEQHD	6.3504	Irene_Persson	8:47:22_AM	12/5/2019	Irene_Persson	9:29:45_AM	18/5/2019	8682	good	93.4	Lysis_first	ERS16365691	sample processed and sequenced
SMYCMV	TU2YW9	5.7544	Jimmy_Skord	11:45:11_AM	27/7/2019	Jimmy_Skord	4:01:54_PM	3/8/2019	10337	good	94.7	Lysis_first	ERS16365692	sample processed and sequenced
SFSVPF	TRXMCY	0.9494	Richard_Olofsson	10:27:04_AM	2/3/2019	Jan_Andersson	12:30:42_PM	30/3/2019	40444	poor	95.5	Lysis_first	ERS16365693	sample processed and sequenced
SWE1NX	T5ZUGG	0.7504	Anna_Joensson	10:47:05_AM	2/2/2019	Anna_Joensson	8:50:35_AM	2/3/2019	40204	poor	93.2	Lysis_first	ERS16365694	sample processed and sequenced
S3ZBLB	T1QLZR	5.3024	Jimmy_Skord	11:00:56_AM	8/6/2019	Jimmy_Skord	11:40:00_AM	15/6/2019	10119	good	94.5	Lysis_first	ERS16365695	sample processed and sequenced
SFW61W	TYDUPV	1.5224	Ulrika_Ljung	6:25:45_PM	5/5/2019	Ulrika_Ljung	5:17:10_PM	11/5/2019	8571	good	95	Lysis_first	ERS16365696	sample processed and sequenced
SW6CWI	TIRXWF	1.0254	Richard_Olofsson	11:04:58_AM	2/3/2019	Jan_Andersson	1:19:11_PM	30/3/2019	40454	good	93.1	Lysis_first	ERS16365697	sample processed and sequenced
SWQBSJ	TUHLET	11.0714	Krister_Ljung	9:37:12_AM	2/3/2019	Ulrika_Ljung	11:47:35_AM	31/3/2019	41890	good	89.6	Lysis_first	ERS16365698	sample processed and sequenced
SITBU6	TEVVLD	4.3394	Irene_Persson	10:02:40_AM	2/3/2019	Irene_Persson	9:20:15_AM	31/3/2019	41718	good	87.1	Lysis_first	ERS16365699	sample processed and sequenced
SDPWKE	TCD3P4	2.4754	Sara_Kanerot	11:18:54_AM	2/3/2019	Sara_Kanerot	1:58:52_PM	31/3/2019	41920	good	92.9	Lysis_first	ERS16365700	sample processed and sequenced
SPPPID	TUHLET	2.0114	Ulrika_Ljung	11:42:51_AM	2/2/2019	Krister_Ljung	9:36:36_AM	2/3/2019	40194	acceptable	91.4	Lysis_first	ERS16365701	sample processed and sequenced
